,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,monday,tuesday,wednesday,thursday,friday,saturday,sunday,category_analized
47,"JQy8G3BNLJgkyk8nCUTz5w","Whooley's","Maple and Mt Pleasant Ave","Ambler","PA","19002",40.1584838272,-75.2321648598,4.5,8,false,"""GoodForKids"":""True"",""RestaurantsTakeOut"":""True"",""BusinessAcceptsCreditCards"":""False"",""HasTV"":""False"",""WiFi"":""u'no'"",""Alcohol"":""u'none'"",""Caters"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""RestaurantsReservations"":""False"",""RestaurantsPriceRange2"":""2"",""RestaurantsDelivery"":""False"",""OutdoorSeating"":""False"",""RestaurantsGoodForGroups"":""False"",""RestaurantsAttire"":""'casual'""}","Food, Restaurants, Barbeque","           ","           ","           ","           ","           ","           ","           ","Restaurants"
48,"QId3d1YuSnTCk4Y_Blz_AQ","Michael's Italian Restaurant & Deli","869 W Butler Pike","Ambler","PA","19002",40.1399729416,-75.2439598031,4,32,true,"""RestaurantsDelivery"":""True"",""RestaurantsAttire"":""u'casual'"",""Caters"":""True"",""BusinessAcceptsCreditCards"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""RestaurantsTakeOut"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""RestaurantsReservations"":""False"",""WheelchairAccessible"":""True"",""RestaurantsGoodForGroups"":""True"",""BikeParking"":""True"",""HasTV"":""True"",""NoiseLevel"":""u'average'"",""GoodForKids"":""True"",""Alcohol"":""u'full_bar'"",""RestaurantsPriceRange2"":""1"",""OutdoorSeating"":""True"",""WiFi"":""u'free'"",""DogsAllowed"":""False"",""RestaurantsTableService"":""True""}","Pizza, Restaurants, Italian, Nightlife, Bars, Sports Bars, Food, Beer, Wine & Spirits, Delis","0:0-0:0    ","11:0-20:0  ","11:0-22:0  ","11:0-22:0  ","11:0-23:0  ","11:0-23:0  ","12:0-22:0  ","Restaurants"
49,"jzsspHqP9kATWji8xUhNFw","KC's Alley","10 W Butler Ave","Ambler","PA","19002",40.1534838,-75.2241363,3.5,139,true,"""RestaurantsGoodForGroups"":""True"",""RestaurantsAttire"":""u'casual'"",""Caters"":""False"",""OutdoorSeating"":""True"",""RestaurantsDelivery"":""False"",""NoiseLevel"":""u'loud'"",""RestaurantsReservations"":""True"",""BusinessAcceptsCreditCards"":""True"",""RestaurantsTakeOut"":""True"",""GoodForKids"":""True"",""Alcohol"":""'full_bar'"",""HasTV"":""True"",""RestaurantsPriceRange2"":""2"",""Ambience"":""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""BestNights"":""{'monday': True, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"",""BusinessParking"":""{'garage': False, 'street': True, 'validated': False, 'lot': None, 'valet': False}"",""BikeParking"":""True"",""Music"":""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"",""WiFi"":""'no'"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Pubs, Bars, Nightlife, American (Traditional), Burgers, Restaurants","11:30-22:0 ","11:30-22:0 ","11:30-22:0 ","11:30-22:0 ","11:30-23:0 ","11:30-23:0 ","11:30-22:0 ","Restaurants"
50,"ta7mh_wdbvbKUwb1RO3TZQ","Giuseppe's Pizza & Family Restaurant","46 S Bethlehem Pike","Ambler","PA","19002",40.157885,-75.2144951,3.5,58,true,"""RestaurantsPriceRange2"":""2"",""RestaurantsGoodForGroups"":""True"",""RestaurantsTakeOut"":""True"",""GoodForKids"":""True"",""BusinessAcceptsCreditCards"":""True"",""Alcohol"":""u'full_bar'"",""HasTV"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""NoiseLevel"":""u'average'"",""RestaurantsAttire"":""u'casual'"",""RestaurantsReservations"":""True"",""Caters"":""True"",""RestaurantsDelivery"":""False"",""RestaurantsTableService"":""True"",""HappyHour"":""True"",""WheelchairAccessible"":""True"",""Ambience"":""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': None, u'classy': None, u'upscale': False}"",""BusinessAcceptsBitcoin"":""False"",""BikeParking"":""True"",""DogsAllowed"":""False"",""WiFi"":""u'no'"",""OutdoorSeating"":""True""}","Pizza, Restaurants","11:0-23:0  ","11:0-23:0  ","11:0-23:0  ","11:0-23:0  ","11:0-0:0   ","11:0-0:0   ","12:0-22:0  ","Restaurants"
51,"sWWd5x4Rj3HxYMruIQLH4Q","Franks Pizza Kitchen","1116 Horsham Rd","Ambler","PA","19002",40.211107,-75.182751,3.5,15,true,"""HasTV"":""True"",""NoiseLevel"":""u'average'"",""RestaurantsDelivery"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""BusinessAcceptsCreditCards"":""True"",""RestaurantsReservations"":""False"",""RestaurantsPriceRange2"":""1"",""RestaurantsAttire"":""u'casual'"",""RestaurantsTakeOut"":""True"",""Alcohol"":""u'none'"",""OutdoorSeating"":""False"",""Caters"":""True"",""RestaurantsGoodForGroups"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""GoodForKids"":""True"",""RestaurantsTableService"":""True"",""WiFi"":""'free'"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"",""BikeParking"":""True""}","Restaurants, Pizza","10:0-22:0  ","10:0-22:0  ","10:0-22:0  ","10:0-22:0  ","10:0-23:0  ","10:0-23:0  ","11:0-22:0  ","Restaurants"
52,"9gccaMBw1QhoIX5nXj_1UQ","Everest Grill","40 W Skippack Pike","Ambler","PA","19002",40.1397791,-75.2455764,3.5,20,false,"""RestaurantsReservations"":""True"",""NoiseLevel"":""u'quiet'"",""RestaurantsDelivery"":""True"",""RestaurantsTakeOut"":""True"",""Alcohol"":""u'none'"",""RestaurantsGoodForGroups"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""HasTV"":""True"",""Caters"":""True"",""OutdoorSeating"":""True"",""WiFi"":""u'free'"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""RestaurantsPriceRange2"":""2"",""RestaurantsAttire"":""u'casual'"",""BusinessAcceptsCreditCards"":""True"",""GoodForKids"":""True""}","Persian/Iranian, Indian, Restaurants","           ","11:30-21:0 ","11:30-21:0 ","11:30-21:0 ","11:30-22:0 ","12:0-22:0  ","12:0-21:0  ","Restaurants"
53,"qMSgdXr35oPCy4GbuqN2Hg","La Vita E' Bella","914 Limekiln Pike","Ambler","PA","19002",40.181431,-75.182565,2.5,25,false,"""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""OutdoorSeating"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""GoodForKids"":""True"",""NoiseLevel"":""u'average'"",""HasTV"":""False"",""Alcohol"":""'none'"",""RestaurantsGoodForGroups"":""True"",""RestaurantsReservations"":""True"",""RestaurantsAttire"":""u'casual'"",""BusinessAcceptsCreditCards"":""True"",""RestaurantsPriceRange2"":""2"",""RestaurantsDelivery"":""False"",""RestaurantsTakeOut"":""True"",""BikeParking"":""True""}","Restaurants, Italian","11:0-21:30 ","11:0-21:30 ","11:0-21:30 ","11:0-21:30 ","11:0-22:30 ","11:0-22:30 ","11:0-21:0  ","Restaurants"
54,"y1YYRnAHxWz88FZGSN5mYA","7-Eleven","1315 S Bethlehem Pike","Ambler","PA","19002",40.1597516376,-75.2142403229,1.5,7,true,"""BusinessAcceptsCreditCards"":""True"",""Caters"":""False"",""GoodForKids"":""False"",""RestaurantsTakeOut"":""True"",""HasTV"":""False"",""WheelchairAccessible"":""True"",""RestaurantsReservations"":""False"",""RestaurantsDelivery"":""True"",""RestaurantsPriceRange2"":""1""}","Convenience Stores, Automotive, Coffee & Tea, Gas Stations, Delis, Restaurants, Gas Stations, Food, Service Stations","0:0-0:0    ","0:0-0:0    ","0:0-0:0    ","0:0-0:0    ","0:0-0:0    ","0:0-0:0    ","0:0-0:0    ","Restaurants"
55,"9YdzTcXkiPHzheQRtr44Gw","Julia's On the Go Deli","14 W Butler Ave","Ambler","PA","19002",40.1535703,-75.2242969,2.5,24,true,"""NoiseLevel"":""u'quiet'"",""RestaurantsPriceRange2"":""1"",""RestaurantsGoodForGroups"":""False"",""GoodForKids"":""True"",""RestaurantsAttire"":""'casual'"",""HasTV"":""True"",""Alcohol"":""u'none'"",""RestaurantsTakeOut"":""True"",""OutdoorSeating"":""False"",""BusinessAcceptsCreditCards"":""True"",""RestaurantsReservations"":""False"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""RestaurantsDelivery"":""None"",""BikeParking"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Delis, Restaurants","           ","           ","           ","           ","           ","           ","           ","Restaurants"
56,"kLmnhqQuymX3hwtZUKIJVA","Weavers Way - Ambler","217 E Butler Ave","Ambler","PA","19002",40.1562376,-75.2187485,4.5,23,true,"""BusinessAcceptsCreditCards"":""True"",""BikeParking"":""True"",""RestaurantsPriceRange2"":""2"",""Alcohol"":""u'none'"",""WheelchairAccessible"":""True"",""RestaurantsTakeOut"":""True"",""Caters"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""RestaurantsDelivery"":""True""}","Local Services, Sandwiches, Community Service/Non-Profit, Restaurants, Food, Organic Stores, Grocery","0:0-0:0    ","8:0-20:0   ","8:0-20:0   ","8:0-20:0   ","8:0-20:0   ","8:0-20:0   ","8:0-20:0   ","Restaurants"
57,"n57e-5iUyrAmwZMlKSPsZQ","Domino's Pizza","1115 S Bethlehem Pike","Ambler","PA","19002",40.1571936,-75.2136176,2,20,true,"""GoodForKids"":""True"",""HasTV"":""True"",""BusinessAcceptsCreditCards"":""True"",""RestaurantsDelivery"":""True"",""WiFi"":""u'no'"",""Alcohol"":""u'none'"",""OutdoorSeating"":""False"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""RestaurantsReservations"":""False"",""RestaurantsGoodForGroups"":""False"",""RestaurantsTakeOut"":""True"",""NoiseLevel"":""u'average'"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""RestaurantsPriceRange2"":""1""}","Restaurants, Pizza","10:30-0:0  ","10:30-0:0  ","10:30-0:0  ","10:30-0:0  ","10:30-1:0  ","10:30-1:0  ","10:30-0:0  ","Restaurants"
58,"BCZX5Z3SFVvozkn3AP-kOw","Melody's Casual Vietnamese","47 E Butler Ave","Ambler","PA","19002",40.1542797101,-75.2227299728,4,45,true,"""RestaurantsTakeOut"":""None"",""RestaurantsDelivery"":""True"",""OutdoorSeating"":""True""}","Restaurants, Vietnamese, Thai","           ","17:0-21:0  ","17:0-21:0  ","17:0-21:0  ","17:0-22:0  ","17:0-22:0  ","           ","Restaurants"
59,"E3TTW-KPx9KLXE8HhI0IgQ","Dairy Queen","1116 Horsham Rd","Ambler","PA","19002",40.2108246024,-75.1829892397,2,9,true,"""WiFi"":""u'free'"",""BikeParking"":""False"",""RestaurantsPriceRange2"":""1"",""Alcohol"":""u'none'"",""RestaurantsGoodForGroups"":""True"",""DriveThru"":""True"",""BYOB"":""False"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""Corkage"":""False"",""RestaurantsDelivery"":""None"",""RestaurantsTakeOut"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""GoodForKids"":""True"",""WheelchairAccessible"":""True"",""Caters"":""False"",""BusinessAcceptsCreditCards"":""True"",""RestaurantsAttire"":""'casual'"",""OutdoorSeating"":""False"",""HasTV"":""False"",""NoiseLevel"":""'average'"",""RestaurantsReservations"":""False""}","Ice Cream & Frozen Yogurt, Food, Burgers, Restaurants, Fast Food","11:30-22:0 ","11:30-22:0 ","11:30-22:0 ","11:30-22:0 ","11:30-22:0 ","13:30-22:0 ","13:30-21:0 ","Restaurants"
60,"bamt7SpfNB7axYZu27l-1Q","Ristorante San Marco","504 Bethlehem Pike","Ambler","PA","19002",40.1708949,-75.2230651,3.5,64,true,"""BusinessAcceptsCreditCards"":""True"",""OutdoorSeating"":""False"",""RestaurantsReservations"":""True"",""GoodForKids"":""False"",""RestaurantsTakeOut"":""True"",""Alcohol"":""u'full_bar'"",""RestaurantsGoodForGroups"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""RestaurantsPriceRange2"":""3"",""NoiseLevel"":""u'average'"",""BikeParking"":""True"",""WiFi"":""'no'"",""RestaurantsAttire"":""u'dressy'"",""Caters"":""True"",""Smoking"":""u'outdoor'"",""Music"":""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"",""HappyHour"":""False"",""RestaurantsTableService"":""True"",""CoatCheck"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"",""WheelchairAccessible"":""True"",""HasTV"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""RestaurantsDelivery"":""True""}","Nightlife, Italian, Restaurants, Event Planning & Services, Bars, Venues & Event Spaces","0:0-0:0    ","11:30-22:0 ","11:30-22:0 ","11:30-22:0 ","11:30-22:0 ","17:0-22:0  ","13:0-20:0  ","Restaurants"
61,"2NZVOFJ3y8j7B4j61LdF7w","Mi Lah Vegetarian","40 W Skippack Pike","Ambler","PA","19002",40.139479,-75.245994,4.5,123,false,"""BikeParking"":""True"",""Caters"":""False"",""RestaurantsGoodForGroups"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""WiFi"":""u'no'"",""GoodForKids"":""True"",""HasTV"":""False"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': False}"",""BusinessAcceptsCreditCards"":""True"",""Alcohol"":""u'none'"",""OutdoorSeating"":""False"",""RestaurantsTakeOut"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""RestaurantsDelivery"":""False"",""NoiseLevel"":""u'quiet'"",""RestaurantsAttire"":""'casual'"",""RestaurantsTableService"":""True"",""RestaurantsReservations"":""True"",""RestaurantsPriceRange2"":""2""}","Vegetarian, Restaurants, Vegan","           ","17:0-21:0  ","17:0-21:0  ","17:0-21:0  ","17:0-22:0  ","17:0-22:0  ","17:0-21:0  ","Restaurants"
62,"C70aSng5_Rn5FGiDKCRAVw","Spring House Tavern","1032 N Bethlehem Pike","Ambler","PA","19002",40.18513212,-75.2274329604,3.5,108,true,"""Alcohol"":""u'full_bar'"",""GoodForKids"":""True"",""RestaurantsGoodForGroups"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""BusinessAcceptsCreditCards"":""True"",""RestaurantsAttire"":""'casual'"",""OutdoorSeating"":""True"",""NoiseLevel"":""u'average'"",""RestaurantsTakeOut"":""True"",""WiFi"":""u'free'"",""BusinessAcceptsBitcoin"":""False"",""DogsAllowed"":""False"",""BikeParking"":""False"",""CoatCheck"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"",""RestaurantsPriceRange2"":""2"",""HappyHour"":""True"",""HasTV"":""True"",""BestNights"":""{'monday': False, 'tuesday': True, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"",""RestaurantsTableService"":""True"",""WheelchairAccessible"":""True"",""Smoking"":""u'no'"",""RestaurantsDelivery"":""True"",""BYOB"":""False"",""RestaurantsReservations"":""True"",""Music"":""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"",""Ambience"":""{u'divey': False, u'hipster': False, u'casual': None, u'touristy': False, u'trendy': False, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}"",""Caters"":""False""}","American (Traditional), Nightlife, American (New), Seafood, Breakfast & Brunch, Bars, Restaurants","0:0-0:0    ","11:30-21:0 ","11:30-21:0 ","13:0-18:0  ","16:0-22:0  ","11:30-22:0 ","10:0-22:0  ","Restaurants"
63,"1Cg_Wi0MkJBBkcfkCRPfoQ","Aloha Smoothie Company","12 Cavalier Dr","Ambler","PA","19002",40.153875,-75.222012,4.5,10,true,"""RestaurantsTakeOut"":""True"",""Caters"":""True"",""DogsAllowed"":""True"",""OutdoorSeating"":""True"",""BusinessAcceptsBitcoin"":""False"",""BusinessParking"":""{u'valet': False, u'garage': False, u'street': True, u'lot': True, u'validated': False}"",""BikeParking"":""True"",""WheelchairAccessible"":""True"",""WiFi"":""u'free'"",""RestaurantsDelivery"":""True"",""BusinessAcceptsCreditCards"":""True""}","Acai Bowls, Juice Bars & Smoothies, Food, Restaurants, Gluten-Free","8:0-14:0   ","8:0-14:0   ","8:0-17:0   ","8:0-17:0   ","8:0-16:0   ","8:0-16:0   ","9:0-14:0   ","Restaurants"
64,"QGzyGNkNBnB1q6KgeUL3Cg","Saffron Indian Kitchen","60 E Butler Ave","Ambler","PA","19002",40.1543487,-75.2217659,4,190,true,"""WiFi"":""u'no'"",""BikeParking"":""False"",""Alcohol"":""u'none'"",""RestaurantsPriceRange2"":""2"",""GoodForKids"":""True"",""RestaurantsGoodForGroups"":""True"",""BusinessAcceptsCreditCards"":""True"",""RestaurantsTakeOut"":""True"",""RestaurantsReservations"":""True"",""OutdoorSeating"":""True"",""NoiseLevel"":""u'average'"",""BusinessParking"":""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"",""HasTV"":""True"",""RestaurantsTableService"":""True"",""RestaurantsDelivery"":""True"",""Caters"":""True"",""RestaurantsAttire"":""u'casual'"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}""}","Desserts, Restaurants, Indian, Food","11:30-21:30","11:30-21:30","11:30-21:30","11:30-21:30","11:30-21:30","12:0-21:30 ","12:0-21:30 ","Restaurants"
65,"hrTq1ddt6JHBILeJx2KtPA","Caffé Maida","58 E Butler Ave","Ambler","PA","19002",40.154427,-75.222071,5,8,false,"""Alcohol"":""u'none'"",""RestaurantsTakeOut"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""RestaurantsReservations"":""False"",""NoiseLevel"":""u'quiet'"",""OutdoorSeating"":""True"",""RestaurantsAttire"":""'casual'"",""RestaurantsGoodForGroups"":""False"",""GoodForKids"":""True"",""BikeParking"":""False"",""RestaurantsTableService"":""False"",""Caters"":""False"",""BusinessAcceptsCreditCards"":""True"",""RestaurantsPriceRange2"":""1"",""HasTV"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsDelivery"":""False""}","Salad, Sandwiches, Cafes, Soup, Restaurants","           ","           ","           ","           ","           ","           ","           ","Restaurants"
66,"GGwstV6vGSh3zxefGT-jbQ","Volare Pizzeria & Restaurant","17 W Butler Ave","Ambler","PA","19002",40.1535567,-75.2244156,4,20,false,"""RestaurantsGoodForGroups"":""True"",""GoodForKids"":""True"",""WiFi"":""u'no'"",""OutdoorSeating"":""False"",""HasTV"":""True"",""RestaurantsDelivery"":""False"",""RestaurantsPriceRange2"":""1"",""RestaurantsTakeOut"":""True"",""RestaurantsAttire"":""u'casual'"",""NoiseLevel"":""u'average'"",""BusinessAcceptsCreditCards"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""BikeParking"":""True"",""Alcohol"":""u'none'"",""RestaurantsReservations"":""False""}","Pizza, Restaurants","           ","           ","           ","           ","           ","           ","           ","Restaurants"
67,"oA1NDj8Sv9uz0eyJrUdu6g","Vic Sushi","832 N Bethlehem Pike","Ambler","PA","19002",40.1808683416,-75.2256990114,4,153,true,"""Ambience"":""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""RestaurantsDelivery"":""False"",""RestaurantsPriceRange2"":""2"",""RestaurantsTakeOut"":""True"",""Alcohol"":""u'none'"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""NoiseLevel"":""u'average'"",""Caters"":""True"",""OutdoorSeating"":""False"",""GoodForKids"":""True"",""RestaurantsAttire"":""u'casual'"",""BusinessAcceptsCreditCards"":""True"",""RestaurantsReservations"":""False"",""WiFi"":""u'free'"",""BikeParking"":""True"",""HasTV"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"",""RestaurantsGoodForGroups"":""False"",""RestaurantsTableService"":""True""}","Japanese, Restaurants, Thai, Sushi Bars, Salad","           ","11:0-21:30 ","11:0-21:30 ","11:0-21:30 ","11:0-22:30 ","12:0-22:30 ","13:0-21:0  ","Restaurants"
68,"7o0aOwgNuq2J8v-UDz69Fw","Tommy D's","242 E Butler Ave","Ambler","PA","19002",40.1564384942,-75.2179468051,4,16,false,"""Caters"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""Alcohol"":""'none'"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""RestaurantsDelivery"":""None"",""RestaurantsTakeOut"":""None"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Restaurants, Cheesesteaks, American (Traditional), Sandwiches, Burgers","11:0-16:0  ","11:0-20:0  ","11:0-20:0  ","11:0-21:0  ","11:0-21:0  ","11:0-21:0  ","11:0-20:0  ","Restaurants"
69,"eUAaIuf6oa_gHnI2j0ep3Q","Pie and Plate Cafe","43 N Main St","Ambler","PA","19002",40.1549757,-75.2247744,4.5,164,true,"""BusinessParking"":""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsReservations"":""False"",""Alcohol"":""u'none'"",""BusinessAcceptsCreditCards"":""True"",""Caters"":""True"",""RestaurantsTableService"":""False"",""RestaurantsAttire"":""u'casual'"",""RestaurantsGoodForGroups"":""True"",""WiFi"":""'free'"",""GoodForKids"":""True"",""RestaurantsTakeOut"":""True"",""GoodForMeal"":""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': False}"",""OutdoorSeating"":""True"",""BikeParking"":""True"",""RestaurantsDelivery"":""True"",""RestaurantsPriceRange2"":""1"",""NoiseLevel"":""u'average'"",""HasTV"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}""}","Restaurants, Bakeries, Food, Comfort Food, Breakfast & Brunch, Sandwiches, Desserts, Coffee & Tea","           ","           ","           ","10:0-15:0  ","10:0-15:0  ","9:0-15:0   ","9:0-15:0   ","Restaurants"
70,"Jy3-BMdpLm-ST5nbsVeYHw","Backyard Beans Coffee - Ambler","22 E Butler Ave","Ambler","PA","19002",40.1538159,-75.2231803,5,11,true,"""BusinessAcceptsCreditCards"":""True"",""RestaurantsTakeOut"":""True"",""Caters"":""True"",""OutdoorSeating"":""False"",""RestaurantsPriceRange2"":""2"",""WheelchairAccessible"":""True"",""WiFi"":""u'free'"",""BusinessParking"":""{u'valet': False, u'garage': None, u'street': None, u'lot': None, u'validated': False}"",""RestaurantsDelivery"":""True""}","Food, Cafes, Restaurants, Coffee Roasteries, Coffee & Tea","0:0-0:0    ","7:0-15:0   ","7:0-15:0   ","7:0-15:0   ","8:0-16:0   ","8:0-16:0   ","8:0-16:0   ","Restaurants"
71,"K2KJKuC1J4U5WS6Y-9ZWRw","Wawa","740 North Bethlehem Pk","Ambler","PA","19002",40.1780853903,-75.2252225827,4,8,true,"""OutdoorSeating"":""False"",""GoodForKids"":""True"",""BusinessAcceptsCreditCards"":""True"",""RestaurantsPriceRange2"":""1"",""RestaurantsTakeOut"":""True"",""RestaurantsAttire"":""u'casual'"",""RestaurantsReservations"":""False"",""RestaurantsGoodForGroups"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""Alcohol"":""u'none'"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""HasTV"":""True"",""Caters"":""False"",""WiFi"":""u'free'"",""BikeParking"":""False"",""NoiseLevel"":""u'average'"",""RestaurantsDelivery"":""True""}","Delis, Restaurants, Coffee & Tea, Sandwiches, Food","0:0-0:0    ","0:0-0:0    ","0:0-0:0    ","0:0-0:0    ","0:0-0:0    ","0:0-0:0    ","0:0-0:0    ","Restaurants"
72,"cCWoPtjDvx2SvwjYw5YAkg","Starbucks","655 E Welsh Rd","Ambler","PA","19002",40.1793842,-75.1812943,4,8,false,"""BusinessAcceptsCreditCards"":""True"",""WiFi"":""u'free'"",""RestaurantsPriceRange2"":""1"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""OutdoorSeating"":""False"",""BikeParking"":""True""}","Restaurants, Coffee & Tea, Food","5:30-21:0  ","5:30-21:0  ","5:30-21:0  ","5:30-21:0  ","5:30-21:0  ","6:0-21:0   ","6:30-21:0  ","Restaurants"
